Category,DayOfWeek,Time,PdDistrict,Resolution
DRIVING UNDER THE INFLUENCE,Sunday,01:43,PARK,"ARREST, BOOKED"
WARRANTS,Friday,21:28,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,Friday,11:56,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,15:30,TARAVAL,NONE
STOLEN PROPERTY,Thursday,15:50,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,22:05,CENTRAL,NONE
WEAPON LAWS,Saturday,04:11,TARAVAL,NONE
OTHER OFFENSES,Thursday,08:15,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,23:10,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,20:30,SOUTHERN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,Sunday,07:30,SOUTHERN,NONE
ASSAULT,Thursday,16:58,MISSION,NONE
LARCENY/THEFT,Tuesday,19:00,NORTHERN,NONE
LARCENY/THEFT,Sunday,19:48,INGLESIDE,NONE
LARCENY/THEFT,Wednesday,07:30,PARK,NONE
OTHER OFFENSES,Sunday,21:04,INGLESIDE,"ARREST, BOOKED"
VEHICLE THEFT,Tuesday,14:00,TARAVAL,NONE
OTHER OFFENSES,Tuesday,09:44,BAYVIEW,"ARREST, BOOKED"
KIDNAPPING,Tuesday,22:00,NORTHERN,"ARREST, BOOKED"
TRESPASS,Monday,12:11,MISSION,NONE
OTHER OFFENSES,Sunday,13:06,BAYVIEW,"ARREST, BOOKED"
ASSAULT,Wednesday,13:30,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,21:00,NORTHERN,NONE
LARCENY/THEFT,Monday,15:13,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,23:30,CENTRAL,NONE
LARCENY/THEFT,Tuesday,09:00,NORTHERN,NONE
SUSPICIOUS OCC,Tuesday,03:00,TENDERLOIN,NONE
LARCENY/THEFT,Friday,23:30,SOUTHERN,NONE
NON-CRIMINAL,Sunday,22:00,MISSION,NONE
LARCENY/THEFT,Thursday,21:30,PARK,NONE
DRUG/NARCOTIC,Friday,00:41,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,15:30,TARAVAL,"ARREST, BOOKED"
SECONDARY CODES,Friday,19:42,SOUTHERN,NONE
LARCENY/THEFT,Monday,21:40,CENTRAL,NONE
LARCENY/THEFT,Tuesday,01:00,NORTHERN,NONE
NON-CRIMINAL,Tuesday,18:25,RICHMOND,NONE
LARCENY/THEFT,Friday,17:40,PARK,NONE
ASSAULT,Tuesday,15:26,TARAVAL,"ARREST, BOOKED"
BURGLARY,Monday,10:00,RICHMOND,NONE
DRUG/NARCOTIC,Sunday,19:34,TENDERLOIN,"ARREST, BOOKED"
PROSTITUTION,Thursday,19:05,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,17:30,CENTRAL,NONE
BURGLARY,Monday,06:36,NORTHERN,NONE
VANDALISM,Sunday,14:00,NORTHERN,NONE
LARCENY/THEFT,Friday,22:00,NORTHERN,NONE
ASSAULT,Friday,11:50,TENDERLOIN,NONE
LARCENY/THEFT,Sunday,01:00,NORTHERN,NONE
OTHER OFFENSES,Sunday,05:58,PARK,NONE
LARCENY/THEFT,Saturday,21:00,SOUTHERN,NONE
NON-CRIMINAL,Thursday,16:00,NORTHERN,NONE
LARCENY/THEFT,Friday,13:30,NORTHERN,NONE
OTHER OFFENSES,Friday,03:48,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,20:43,SOUTHERN,NONE
DRUG/NARCOTIC,Monday,18:10,SOUTHERN,"ARREST, BOOKED"
VANDALISM,Sunday,14:46,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,11:00,SOUTHERN,NONE
SUSPICIOUS OCC,Friday,20:52,MISSION,NONE
OTHER OFFENSES,Thursday,16:25,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,Monday,19:17,BAYVIEW,NONE
LARCENY/THEFT,Monday,13:10,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,20:00,CENTRAL,NONE
BURGLARY,Thursday,21:00,MISSION,NONE
OTHER OFFENSES,Saturday,20:58,TARAVAL,"ARREST, BOOKED"
MISSING PERSON,Friday,08:00,TARAVAL,NONE
OTHER OFFENSES,Wednesday,16:50,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,09:45,SOUTHERN,NONE
NON-CRIMINAL,Saturday,16:15,NORTHERN,NONE
LARCENY/THEFT,Sunday,22:00,TENDERLOIN,NONE
LARCENY/THEFT,Friday,13:00,PARK,NONE
ASSAULT,Friday,15:40,CENTRAL,NONE
WARRANTS,Tuesday,18:40,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,Saturday,03:35,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,Saturday,08:30,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Thursday,02:00,MISSION,NONE
LARCENY/THEFT,Wednesday,09:45,SOUTHERN,NONE
ASSAULT,Monday,15:45,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,Monday,00:01,INGLESIDE,NONE
NON-CRIMINAL,Wednesday,09:17,CENTRAL,NONE
DISORDERLY CONDUCT,Tuesday,10:01,NORTHERN,NONE
ASSAULT,Friday,13:50,INGLESIDE,NONE
VEHICLE THEFT,Monday,22:30,INGLESIDE,NONE
NON-CRIMINAL,Monday,17:00,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,12:51,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,05:00,NORTHERN,NONE
LARCENY/THEFT,Tuesday,21:00,INGLESIDE,NONE
LARCENY/THEFT,Saturday,23:45,CENTRAL,NONE
LARCENY/THEFT,Thursday,00:24,CENTRAL,NONE
SUSPICIOUS OCC,Saturday,14:51,NORTHERN,NONE
DISORDERLY CONDUCT,Saturday,22:35,NORTHERN,"ARREST, BOOKED"
WARRANTS,Monday,17:55,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,Tuesday,01:27,NORTHERN,NONE
BURGLARY,Friday,10:00,PARK,NONE
NON-CRIMINAL,Monday,06:58,INGLESIDE,NONE
BURGLARY,Wednesday,02:00,BAYVIEW,NONE
MISSING PERSON,Wednesday,09:00,PARK,NONE
NON-CRIMINAL,Sunday,14:30,TARAVAL,NONE
ASSAULT,Wednesday,17:59,SOUTHERN,NONE
LARCENY/THEFT,Friday,22:30,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,06:05,CENTRAL,NONE
MISSING PERSON,Sunday,13:00,SOUTHERN,NONE
LARCENY/THEFT,Monday,16:00,CENTRAL,NONE
NON-CRIMINAL,Wednesday,12:00,NORTHERN,NONE
NON-CRIMINAL,Saturday,06:10,TARAVAL,NONE
WARRANTS,Saturday,01:00,CENTRAL,"ARREST, BOOKED"
SUICIDE,Saturday,10:34,CENTRAL,NONE
BURGLARY,Tuesday,18:00,INGLESIDE,NONE
OTHER OFFENSES,Tuesday,10:50,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Friday,08:08,PARK,NONE
MISSING PERSON,Sunday,21:00,SOUTHERN,NONE
FRAUD,Tuesday,11:50,CENTRAL,NONE
TRESPASS,Wednesday,23:40,TENDERLOIN,NONE
LARCENY/THEFT,Monday,06:30,CENTRAL,NONE
NON-CRIMINAL,Friday,07:48,MISSION,NONE
LARCENY/THEFT,Saturday,12:30,MISSION,NONE
OTHER OFFENSES,Thursday,04:05,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,11:30,MISSION,NONE
VANDALISM,Thursday,22:30,SOUTHERN,NONE
OTHER OFFENSES,Friday,19:54,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,09:00,NORTHERN,NONE
ASSAULT,Friday,02:29,NORTHERN,NONE
PROSTITUTION,Wednesday,02:29,MISSION,"ARREST, BOOKED"
WARRANTS,Thursday,19:33,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,10:00,MISSION,NONE
LARCENY/THEFT,Wednesday,04:00,PARK,NONE
DRUG/NARCOTIC,Tuesday,12:28,NORTHERN,NONE
LARCENY/THEFT,Sunday,08:30,NORTHERN,NONE
VEHICLE THEFT,Monday,12:15,TENDERLOIN,NONE
LARCENY/THEFT,Wednesday,19:18,BAYVIEW,NONE
BURGLARY,Friday,06:00,NORTHERN,NONE
LARCENY/THEFT,Tuesday,18:25,SOUTHERN,NONE
ASSAULT,Friday,14:05,CENTRAL,NONE
LARCENY/THEFT,Saturday,15:30,SOUTHERN,NONE
LARCENY/THEFT,Friday,08:15,SOUTHERN,NONE
LARCENY/THEFT,Thursday,20:20,CENTRAL,NONE
NON-CRIMINAL,Friday,20:05,MISSION,NONE
LARCENY/THEFT,Sunday,21:00,SOUTHERN,NONE
LARCENY/THEFT,Friday,19:00,SOUTHERN,NONE
SUSPICIOUS OCC,Tuesday,20:52,INGLESIDE,NONE
SUSPICIOUS OCC,Thursday,09:00,PARK,NONE
NON-CRIMINAL,Monday,08:20,NORTHERN,NONE
ASSAULT,Monday,15:20,INGLESIDE,"ARREST, BOOKED"
ROBBERY,Monday,21:35,CENTRAL,NONE
NON-CRIMINAL,Monday,00:01,MISSION,NONE
NON-CRIMINAL,Monday,20:30,BAYVIEW,NONE
NON-CRIMINAL,Friday,15:00,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,08:00,MISSION,NONE
MISSING PERSON,Thursday,07:51,INGLESIDE,NONE
NON-CRIMINAL,Sunday,19:34,TENDERLOIN,NONE
OTHER OFFENSES,Friday,11:50,PARK,"ARREST, BOOKED"
NON-CRIMINAL,Friday,01:00,MISSION,NONE
"SEX OFFENSES, FORCIBLE",Monday,20:00,PARK,NONE
ROBBERY,Tuesday,02:40,TENDERLOIN,NONE
LARCENY/THEFT,Wednesday,07:30,MISSION,NONE
LARCENY/THEFT,Thursday,15:00,TARAVAL,NONE
ASSAULT,Wednesday,22:15,CENTRAL,NONE
ASSAULT,Monday,20:00,TARAVAL,NONE
NON-CRIMINAL,Sunday,13:30,NORTHERN,NONE
LARCENY/THEFT,Wednesday,00:30,TARAVAL,NONE
VANDALISM,Thursday,09:30,BAYVIEW,NONE
LARCENY/THEFT,Sunday,17:00,SOUTHERN,NONE
LARCENY/THEFT,Monday,00:01,MISSION,NONE
VANDALISM,Thursday,15:00,CENTRAL,NONE
WARRANTS,Friday,14:09,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Friday,04:30,PARK,NONE
BURGLARY,Sunday,05:28,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,15:30,NORTHERN,NONE
OTHER OFFENSES,Wednesday,22:29,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,11:23,SOUTHERN,NONE
LARCENY/THEFT,Sunday,10:30,NORTHERN,NONE
DRUG/NARCOTIC,Sunday,17:48,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Monday,19:11,TENDERLOIN,NONE
SUSPICIOUS OCC,Wednesday,10:07,PARK,NONE
FRAUD,Monday,11:30,INGLESIDE,NONE
DRIVING UNDER THE INFLUENCE,Wednesday,01:00,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,23:00,NORTHERN,NONE
LARCENY/THEFT,Saturday,20:46,NORTHERN,NONE
ASSAULT,Saturday,05:35,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,19:15,NORTHERN,NONE
NON-CRIMINAL,Saturday,23:19,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,18:30,NORTHERN,NONE
LARCENY/THEFT,Tuesday,13:45,CENTRAL,NONE
ASSAULT,Sunday,04:12,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Friday,19:00,NORTHERN,NONE
LARCENY/THEFT,Tuesday,01:30,TENDERLOIN,NONE
VANDALISM,Thursday,10:40,RICHMOND,NONE
LARCENY/THEFT,Thursday,14:25,BAYVIEW,NONE
VEHICLE THEFT,Tuesday,12:17,CENTRAL,NONE
BURGLARY,Thursday,23:15,NORTHERN,NONE
LARCENY/THEFT,Wednesday,19:30,NORTHERN,NONE
OTHER OFFENSES,Monday,09:41,CENTRAL,"ARREST, BOOKED"
ASSAULT,Tuesday,09:38,NORTHERN,NONE
WARRANTS,Saturday,15:00,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,17:00,MISSION,NONE
ASSAULT,Thursday,15:09,TARAVAL,NONE
OTHER OFFENSES,Sunday,17:15,MISSION,"ARREST, BOOKED"
ASSAULT,Friday,19:24,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,21:33,TENDERLOIN,NONE
WARRANTS,Friday,21:45,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,10:40,NORTHERN,NONE
LARCENY/THEFT,Wednesday,12:00,SOUTHERN,NONE
OTHER OFFENSES,Sunday,18:13,TENDERLOIN,"ARREST, BOOKED"
"SEX OFFENSES, NON FORCIBLE",Saturday,17:00,SOUTHERN,NONE
WEAPON LAWS,Friday,15:29,MISSION,"ARREST, BOOKED"
VANDALISM,Tuesday,12:00,CENTRAL,NONE
DRUG/NARCOTIC,Thursday,07:45,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Sunday,07:55,INGLESIDE,NONE
SUSPICIOUS OCC,Friday,17:00,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,20:00,CENTRAL,NONE
SECONDARY CODES,Wednesday,15:30,TARAVAL,NONE
OTHER OFFENSES,Saturday,19:40,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,15:00,PARK,NONE
NON-CRIMINAL,Friday,06:50,RICHMOND,NONE
LARCENY/THEFT,Saturday,12:45,TARAVAL,NONE
NON-CRIMINAL,Monday,21:40,TARAVAL,NONE
SUSPICIOUS OCC,Friday,10:30,MISSION,NONE
NON-CRIMINAL,Saturday,14:00,TARAVAL,NONE
OTHER OFFENSES,Tuesday,23:14,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,17:17,MISSION,NONE
LARCENY/THEFT,Sunday,11:30,SOUTHERN,NONE
LARCENY/THEFT,Friday,21:30,INGLESIDE,NONE
LARCENY/THEFT,Sunday,16:25,SOUTHERN,NONE
TRESPASS,Saturday,04:45,CENTRAL,NONE
PROSTITUTION,Friday,21:35,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,12:18,MISSION,NONE
LARCENY/THEFT,Wednesday,21:45,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Sunday,18:44,MISSION,NONE
OTHER OFFENSES,Tuesday,21:12,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,12:00,MISSION,NONE
BURGLARY,Tuesday,04:00,MISSION,NONE
OTHER OFFENSES,Tuesday,17:11,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,18:00,TENDERLOIN,NONE
ASSAULT,Friday,20:30,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,14:00,TARAVAL,NONE
VANDALISM,Saturday,05:35,SOUTHERN,NONE
OTHER OFFENSES,Sunday,00:01,MISSION,NONE
VEHICLE THEFT,Monday,20:00,BAYVIEW,NONE
LARCENY/THEFT,Friday,21:00,NORTHERN,NONE
ARSON,Tuesday,02:45,CENTRAL,NONE
SECONDARY CODES,Monday,02:00,INGLESIDE,NONE
ASSAULT,Saturday,16:00,CENTRAL,NONE
NON-CRIMINAL,Thursday,08:35,MISSION,"ARREST, BOOKED"
WARRANTS,Monday,23:22,MISSION,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,20:00,BAYVIEW,NONE
LARCENY/THEFT,Thursday,16:45,NORTHERN,NONE
FRAUD,Friday,17:30,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,20:00,BAYVIEW,NONE
LARCENY/THEFT,Sunday,22:41,CENTRAL,NONE
LARCENY/THEFT,Saturday,18:00,NORTHERN,NONE
VANDALISM,Wednesday,18:00,CENTRAL,NONE
VEHICLE THEFT,Sunday,08:00,MISSION,NONE
ROBBERY,Friday,23:30,SOUTHERN,NONE
LARCENY/THEFT,Sunday,09:46,CENTRAL,NONE
BURGLARY,Saturday,11:56,SOUTHERN,NONE
ASSAULT,Saturday,12:50,BAYVIEW,NONE
LARCENY/THEFT,Tuesday,22:30,BAYVIEW,NONE
DRUG/NARCOTIC,Wednesday,03:40,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,17:17,SOUTHERN,NONE
FRAUD,Wednesday,18:30,CENTRAL,NONE
WARRANTS,Saturday,16:16,BAYVIEW,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,19:30,PARK,NONE
MISSING PERSON,Saturday,09:45,INGLESIDE,NONE
SUSPICIOUS OCC,Friday,09:35,NORTHERN,NONE
SUSPICIOUS OCC,Monday,07:20,CENTRAL,NONE
LARCENY/THEFT,Wednesday,18:00,MISSION,NONE
ASSAULT,Friday,18:30,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,23:30,INGLESIDE,NONE
NON-CRIMINAL,Thursday,19:08,PARK,NONE
DRUG/NARCOTIC,Monday,07:56,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Tuesday,23:00,INGLESIDE,NONE
NON-CRIMINAL,Thursday,17:45,SOUTHERN,NONE
BURGLARY,Saturday,18:30,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,21:00,SOUTHERN,NONE
LARCENY/THEFT,Friday,17:30,RICHMOND,NONE
DRUG/NARCOTIC,Wednesday,13:07,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,07:30,TARAVAL,NONE
LARCENY/THEFT,Sunday,16:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,21:00,MISSION,NONE
OTHER OFFENSES,Wednesday,17:25,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,19:30,CENTRAL,NONE
SUSPICIOUS OCC,Thursday,00:26,MISSION,NONE
ASSAULT,Friday,14:38,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,18:35,SOUTHERN,NONE
SECONDARY CODES,Saturday,14:30,MISSION,NONE
WARRANTS,Saturday,08:30,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,05:30,MISSION,NONE
DRIVING UNDER THE INFLUENCE,Saturday,17:55,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Monday,21:55,CENTRAL,NONE
VANDALISM,Wednesday,15:10,SOUTHERN,NONE
ASSAULT,Wednesday,00:15,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,12:00,BAYVIEW,NONE
LARCENY/THEFT,Monday,20:30,TARAVAL,NONE
LARCENY/THEFT,Sunday,18:45,CENTRAL,NONE
MISSING PERSON,Saturday,16:00,MISSION,NONE
SECONDARY CODES,Tuesday,18:00,MISSION,NONE
VEHICLE THEFT,Monday,17:00,INGLESIDE,NONE
ASSAULT,Tuesday,15:00,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,12:00,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,18:20,SOUTHERN,NONE
LARCENY/THEFT,Sunday,19:34,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,00:30,TARAVAL,NONE
FRAUD,Monday,23:00,MISSION,NONE
LARCENY/THEFT,Monday,02:56,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,21:31,INGLESIDE,NONE
ASSAULT,Thursday,14:00,MISSION,NONE
OTHER OFFENSES,Tuesday,02:20,CENTRAL,"ARREST, BOOKED"
WARRANTS,Sunday,16:15,TENDERLOIN,"ARREST, BOOKED"
FRAUD,Monday,16:30,CENTRAL,NONE
SUSPICIOUS OCC,Wednesday,21:00,INGLESIDE,NONE
LARCENY/THEFT,Saturday,02:00,NORTHERN,NONE
LARCENY/THEFT,Friday,10:30,NORTHERN,NONE
NON-CRIMINAL,Saturday,17:00,CENTRAL,NONE
LARCENY/THEFT,Monday,19:00,SOUTHERN,NONE
ROBBERY,Thursday,22:19,INGLESIDE,NONE
LARCENY/THEFT,Tuesday,22:30,CENTRAL,NONE
LARCENY/THEFT,Tuesday,20:00,TARAVAL,NONE
OTHER OFFENSES,Thursday,14:25,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,14:44,INGLESIDE,NONE
NON-CRIMINAL,Saturday,15:14,INGLESIDE,NONE
VANDALISM,Monday,06:00,PARK,NONE
LARCENY/THEFT,Saturday,14:30,NORTHERN,NONE
LARCENY/THEFT,Thursday,21:30,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,12:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,22:56,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,12:28,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Monday,14:43,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,18:05,CENTRAL,NONE
BURGLARY,Wednesday,16:46,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,05:10,TARAVAL,NONE
OTHER OFFENSES,Wednesday,20:35,NORTHERN,"ARREST, BOOKED"
BAD CHECKS,Friday,15:45,BAYVIEW,NONE
ASSAULT,Monday,08:00,INGLESIDE,NONE
OTHER OFFENSES,Tuesday,20:00,PARK,NONE
ASSAULT,Tuesday,18:00,NORTHERN,"ARREST, BOOKED"
ASSAULT,Thursday,09:38,INGLESIDE,NONE
MISSING PERSON,Wednesday,12:00,PARK,NONE
WARRANTS,Saturday,20:56,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,16:34,INGLESIDE,"ARREST, BOOKED"
ASSAULT,Monday,20:00,MISSION,NONE
ASSAULT,Tuesday,20:40,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Monday,00:01,MISSION,NONE
LARCENY/THEFT,Friday,11:52,SOUTHERN,NONE
DRUG/NARCOTIC,Sunday,06:35,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,18:13,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,20:45,NORTHERN,NONE
DRUG/NARCOTIC,Friday,04:32,TARAVAL,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,Thursday,21:00,BAYVIEW,NONE
LARCENY/THEFT,Sunday,21:00,TARAVAL,NONE
TRESPASS,Tuesday,18:00,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Wednesday,13:50,TARAVAL,NONE
LARCENY/THEFT,Thursday,19:00,BAYVIEW,NONE
OTHER OFFENSES,Thursday,10:46,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,11:30,SOUTHERN,NONE
DISORDERLY CONDUCT,Wednesday,08:58,SOUTHERN,NONE
MISSING PERSON,Tuesday,14:00,BAYVIEW,NONE
OTHER OFFENSES,Monday,11:53,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,15:30,SOUTHERN,NONE
NON-CRIMINAL,Sunday,01:30,CENTRAL,NONE
LARCENY/THEFT,Friday,19:00,SOUTHERN,NONE
BURGLARY,Sunday,05:38,BAYVIEW,NONE
LARCENY/THEFT,Sunday,21:30,NORTHERN,NONE
LARCENY/THEFT,Friday,15:15,NORTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Tuesday,23:07,NORTHERN,NONE
FRAUD,Tuesday,17:00,TARAVAL,NONE
VANDALISM,Wednesday,19:00,SOUTHERN,NONE
LARCENY/THEFT,Monday,23:09,BAYVIEW,NONE
OTHER OFFENSES,Wednesday,12:23,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Monday,02:12,CENTRAL,NONE
LARCENY/THEFT,Monday,09:18,TENDERLOIN,NONE
NON-CRIMINAL,Monday,09:56,CENTRAL,NONE
LARCENY/THEFT,Thursday,01:00,TARAVAL,NONE
LARCENY/THEFT,Tuesday,22:00,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,22:30,NORTHERN,NONE
OTHER OFFENSES,Wednesday,02:00,SOUTHERN,NONE
VANDALISM,Thursday,23:00,TARAVAL,NONE
NON-CRIMINAL,Monday,19:08,BAYVIEW,NONE
OTHER OFFENSES,Sunday,22:34,PARK,"ARREST, BOOKED"
VANDALISM,Saturday,01:50,NORTHERN,NONE
LARCENY/THEFT,Wednesday,19:45,CENTRAL,NONE
NON-CRIMINAL,Wednesday,15:50,SOUTHERN,NONE
"SEX OFFENSES, FORCIBLE",Saturday,01:25,NORTHERN,NONE
LARCENY/THEFT,Monday,03:37,PARK,NONE
ASSAULT,Wednesday,00:07,MISSION,NONE
LARCENY/THEFT,Sunday,16:34,CENTRAL,NONE
WARRANTS,Monday,06:31,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,19:15,CENTRAL,NONE
TRESPASS,Monday,10:00,RICHMOND,NONE
LARCENY/THEFT,Friday,20:45,SOUTHERN,NONE
NON-CRIMINAL,Friday,22:00,NORTHERN,NONE
WARRANTS,Thursday,20:29,MISSION,"ARREST, BOOKED"
ASSAULT,Friday,10:45,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,04:00,SOUTHERN,NONE
LARCENY/THEFT,Saturday,01:30,SOUTHERN,NONE
LARCENY/THEFT,Thursday,07:00,SOUTHERN,NONE
BURGLARY,Wednesday,05:30,RICHMOND,NONE
LARCENY/THEFT,Saturday,11:41,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Sunday,23:38,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,18:15,CENTRAL,NONE
WARRANTS,Wednesday,13:06,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Wednesday,01:30,MISSION,NONE
LARCENY/THEFT,Wednesday,09:10,SOUTHERN,"ARREST, BOOKED"
FRAUD,Monday,23:01,PARK,NONE
OTHER OFFENSES,Sunday,00:46,TARAVAL,"ARREST, BOOKED"
SUSPICIOUS OCC,Tuesday,12:00,PARK,NONE
ASSAULT,Sunday,10:15,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,15:35,NORTHERN,NONE
FRAUD,Sunday,18:00,NORTHERN,NONE
LARCENY/THEFT,Thursday,16:36,RICHMOND,NONE
OTHER OFFENSES,Wednesday,03:00,MISSION,NONE
LARCENY/THEFT,Friday,13:35,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,19:00,NORTHERN,NONE
SUSPICIOUS OCC,Sunday,19:00,MISSION,NONE
LARCENY/THEFT,Wednesday,07:00,CENTRAL,NONE
FORGERY/COUNTERFEITING,Wednesday,00:01,RICHMOND,NONE
LARCENY/THEFT,Friday,19:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,23:50,MISSION,NONE
LARCENY/THEFT,Saturday,23:30,NORTHERN,NONE
PROSTITUTION,Tuesday,21:44,CENTRAL,NONE
LARCENY/THEFT,Monday,08:16,RICHMOND,NONE
LARCENY/THEFT,Tuesday,13:58,CENTRAL,NONE
WARRANTS,Friday,22:26,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,17:00,CENTRAL,NONE
LARCENY/THEFT,Thursday,01:38,SOUTHERN,NONE
VEHICLE THEFT,Tuesday,21:00,RICHMOND,NONE
NON-CRIMINAL,Sunday,22:40,TARAVAL,NONE
OTHER OFFENSES,Friday,16:29,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,19:00,NORTHERN,NONE
BURGLARY,Wednesday,09:45,PARK,NONE
NON-CRIMINAL,Saturday,09:00,INGLESIDE,NONE
VEHICLE THEFT,Monday,11:00,PARK,NONE
OTHER OFFENSES,Saturday,16:53,NORTHERN,"ARREST, BOOKED"
